"Country or Area";"SNA93 Table Code";"Sub Group";"Item";"SNA93 Item Code";"Year";"Series";"Currency";"SNA System";"Fiscal Year Type";"Value";"Value Footnotes"
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1983";"100";"Australian dollar                       ";"1993";"Fiscal year beginning 1 July";"25543000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1982";"1000";"Australian dollar";"2008";"Fiscal year beginning 1 July";"22429000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1982";"300";"Australian dollar";"1993";"Fiscal year beginning 1 July";"22429000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1982";"200";"Australian dollar     ";"1993";"Fiscal year beginning 1 July";"22243000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1982";"100";"Australian dollar                       ";"1993";"Fiscal year beginning 1 July";"22243000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1981";"1000";"Australian dollar";"2008";"Fiscal year beginning 1 July";"19497000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1981";"300";"Australian dollar";"1993";"Fiscal year beginning 1 July";"19497000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1981";"200";"Australian dollar     ";"1993";"Fiscal year beginning 1 July";"19347000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1981";"100";"Australian dollar                       ";"1993";"Fiscal year beginning 1 July";"19347000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1980";"1000";"Australian dollar";"2008";"Fiscal year beginning 1 July";"17104000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1980";"300";"Australian dollar";"1993";"Fiscal year beginning 1 July";"17104000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1980";"200";"Australian dollar     ";"1993";"Fiscal year beginning 1 July";"16997000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1980";"100";"Australian dollar                       ";"1993";"Fiscal year beginning 1 July";"16997000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1979";"1000";"Australian dollar";"2008";"Fiscal year beginning 1 July";"14778000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1979";"300";"Australian dollar";"1993";"Fiscal year beginning 1 July";"14778000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1979";"200";"Australian dollar     ";"1993";"Fiscal year beginning 1 July";"14694000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1979";"100";"Australian dollar                       ";"1993";"Fiscal year beginning 1 July";"14694000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1978";"1000";"Australian dollar";"2008";"Fiscal year beginning 1 July";"12573000000";""
