Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,North Macedonia,MKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,850000,380000,20661702,11999652,14208225,20520593,23265150,16067713,16158268,15545106,17848735,24875466,32975259,26302033,22611970,24692250,23859882,24438824,23991042,19890647,24250401,27449618,24903445,21972421,27313816,26035886,22418837.7,24222305.2878538
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Norway,NOR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12653072.36,14296213.15,66100570.68,72999969.48,92032424.93,109972061.2,133439346.3,139730178.8,126913864.1,108805236.8,143537109.4,181133026.1,238485809.3,226984314,250673156.7,216797373.049366,309144752.152847,446375352.485404,531989185.893735,474738581.022549,603073709.959556,647206936.92177,703252851.987454,745710304.635509,957723859.369872,1059510253.66112,1022440563.25367,922870428.847798,1430077423.31357,1749216384.60009,2174008490.80832,2596882572.17891,3577067724.4382,4750013567.77492,4174095053.5958,4118496971.95049,4427035713.50554,5099595368.73623,5799187010.92116,5941154711.73783,4578256592.99854,4162485626.49775,4025198596.09662,4410935943.39499,4619086160.04778,3870828557.62766,3990222811.31935,4506147603.37788,4546348505.43539
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Oman,OMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,110885932.9,208164444,219745224,221771865.8,241169662.5,281412841.8,396641571,500868560.8,599305175.8,738274475.1,862774047.9,949637390.1,884858642.6,741222351.1,801040283.2,829648864.7,855656697.009103,910273081.924577,1219765929.77893,1422626797.28626,1365409640.64252,1537061148.31719,1370600000,1500700000,1466900000,1438199990.6489,1451200000,1531859557.86736,1602080624.18726,1672301690.50715,1825747724.3173,2257477243.17295,2788036410.92328,3669700910.27308,5180754226.26788,5315994798.43953,5703511053.316,7214564369.31079,8086605981.79454,9104418725.61769,10300832249.6749,10990897269.1807,10312093628.0884,9815344603.38101,9957667100.13004,9133596879.06372,8772236671.0013,8117672049.78107,9071113288.75605,9432193685.62845
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Pakistan,PAK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,405952.096,507440.1498,405952.096,811904.192,710416.1978,1217856.288,1085887.074,1743130.803,437250.4056,2152493.477,902645.5283,1268947.005,891818.583,876290.5002,648388.9818,514530.3607,560796.2012,983752.0359622,1870273.1883676,4410749.13915308,3557046.35099292,1919643.48378506,5000000,3000000,2000000,3000000,2000000,5000000,10000000,3000000,3000000,2000000,..,8000000,9000000,28000000,34000000,16000000,16000000,30000000,64000000,120000000,130000000,124000000,187000000,231000000,208000000,324000000
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11698615.38,11208420.6,10745635.56,9725275.14,9284464.74,8994424.38,9357489.06,9690571.02,9837794.52,9527278.23144,16785283.38,18356000,19688000,19998000,19715000,18131000,14914000,15097000,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Panama,PAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37299999.24,31600000.38,34500000,38299999.24,31600000.38,30799999.24,27100000.38,39200000.76,40599998.47,35799999.24,21800000,16100000,20000000,23700000,24800000,20400000,20000000,21300000,20600000,21200000,22000000,42100000,44700000,56600000,72300000,87600000,236300000,295900000,387600000,449800000,485800000,463600000,563600000,644200000,814500000,828900000,838790100,838408100,797138800,823651524.89,508879203.37,550866867.86,563382434.54,535625802.74
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Papua New Guinea,PNG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24459531.78,24379829.41,32358909.61,37462608.34,28238548.28,41408283.23,45714874.27,41760410.31,36696254.73,33511993.41,38888305.66,43252128.6,50103626.25,49811740.88,42723228.45,21015235.9,20734443.66,20446674.35,19904487.61,15668252.94,3262852.33960991,12298278.9628673,5918110.66935599,8319551.68758865,11214674.4309318,10739272.4620385,57378005.3506517,91147550.2534883,116709175.960842,128257078.972282,158633866.899977,284230898.390995,321369505.326159,315784980.384113,394608641.284234,551168479.127081,511365792.058054,514810697.599085,406266347.19942,280651307.607636,198200061.878484,268127167.564214,91412668.2911232,140810754.095545,33338139.5099809,179585340,288836581.025745,79145945.6322515
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Paraguay,PRY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,500000,800000.0119,1299999.952,2200000.048,2000000,1500000,1500000,400000.006,4800000.191,500000,..,..,100000.0015,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,70000000,85000000,90000000,90000000,100329074.000803,42071346.7023316,50944844.7095385,115062511.066668,74510155.0122115,96603727.2435639,98542405.1102792,89952534.2550834,72848947.5919974,65039100.4626415,64760434.8288098,81362353.5526483
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Peru,PER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24000000,33310001.37,20620000.84,45990001.68,58680000.31,75000000,87000000,73000000,92046051.03,89446533.2,33783813.48,29189781.19,74312194.82,78101173.4,79372291.56,275356567.4,174931900,117986351,116003776.6,113242790.2,..,..,..,..,..,..,..,0,0,0,0,0,122627493.45756,284214822.82994,325545723.269984,164983243.51152,173395525.600227,187003202.042555,321549531.449376
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Philippines,PHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7000000,5000000,9000000,12000000,11000000,9000000,8000000,1000000,1000000,6000000,3000000,10000000,4000000,5000000,9000000,8000000,45000000,89000000,151000000,57000000,..,..,25000000,21000000,24000000,21000000,18000000,17000000,195378604.023421,63286334.9808685,65935652.547979,116943064.766886,93790177.6924595,109142109.113107,134766836.320995,152357506.991629,210262023.325796,182981951.679176,153322154.937973,196072883.620123,246211590.137985,258523555.919344,225723157.628142,211194462.415954,255923482.929739,297656730.46469,310831584.403922
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Poland,POL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,155000000,262000000,243000000,181000000,176000000,191000000,311000000,345000000,353000000,325000000,552000000,622000000,693000000,1018000000,1474000000,1155000000,1326000000,1416000000,1538000000,1579000000,2183000000,2574000000,3732000000,6345000000,7501000000,8008000000,7914000000,9418000000,10940000000,11495000000
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Portugal,PRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22848613.74,21600763.32,26513475.42,18286382.68,16373090.74,32607627.87,15419870.38,12825953.48,13373892.78,8247200.012,14706827.16,37534751.89,19256782.53,29220443.73,27947933.2,76728961.0708815,94102857.2755069,108531598.897197,459587855.78205,386464353.173552,527070934.629716,304090907.105182,217184195.983143,207230610.180257,201977061.837479,203164071.513648,250512227.768079,256383014.246148,258921844.024272,378438803.391054,435789104.677981,445020321.9729,345525100.186101,387824370.216277,518107689.633479,505716827.705627,670899548.613362,559679104.528533,559099096.10215,457221000.232743,343838968.911736,282916922.763671,300879613.530662,261728984.96337,259425595.887443,255506918.306077,321530896.248196,257837396.360932,314533964.696926
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Qatar,QAT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10444681380.8072,10412912087.9121,11281043956.044,11230219780.2198,12192032967.0329,11981868131.8681,12759340659.3407,11557967032.967,11963736263.7363,10112087912.0879,10966208791.2088,12285714285.7143,11773901098.9011
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Romania,ROU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5000000,2000000,2000000,1000000,6000000,8000000,6000000,5000000,6000000,8000000,6000000,22267034.4714496,40736418.7355049,55020476.3111138,168496822.849984,64407171.8948232,88241416.5507676,127765726.435522,116346227.624823,484520900.21339,592768806.76975,514289660.243035,302507609.917677,389122476.250846,435256485.932014,485742404.266329,536805624.619408,642167674.33919,967442042.848554,1407627267.76864
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Russian Federation,RUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,221700000,468700000,507430000,568400000,464990000,204310000,232200000,914690000,1295510000,2264130000,4189730000,6827240000,12104440000,19880620000,29718810000,21147740000,21453980000,26010470000,31647700000,37216680000,32640360000,19688840000,16244420000,20610140000,22308420000,22217240000,16872180000,16819550000,5786942080.69653,7422484329.16526
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Rwanda,RWA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9679180.145,13498709.68,13789572.72,16207042.69,21797761.92,21213785.17,18912536.62,17586957.93,16641244.89,16474941.25,23586919.78,25018672.94,28280757.9,23281644.82,21432641.98,18000347.14,1702272.773,12687450.41,6896775.246,1106100.798,5567491.055,28149408.34,2795513.868,4019765.377,28024974.0854,32714482.701,31810000,29673117.2382,30620593.0314,..,..,..,..,..,63603696.9447983,93816180.7646553,92730312.8316146,82872617.4081871,99070241.9850096,101923739.54277,102463730.789654,94286747.8082676,87250541.1734774,72408226.7524806,55651082.7506537,73393716.7471408,91742926.2851846,94475608.4625525
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Samoa,WSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,195967.2272,219164.8483,249793.9914,2235107.66,2722237.11,3052144.04099541,3092153.25133803,4318194.87290384,2931554.14772898,3558133.23709981,4115785.09375573,5860676.92578455,3106231.1517866,2934504.4060255,3119656.7581058,4667156.219,6214655.876,7762155.533,9309655.19,10857154.7249009,15535586.7299641,20918751.4044585,10205979.0137889,8592645.19822753,8453372.80617743,8947643.19451591,12405220.0086202,11039604.5741214,18219957.6329183,12467914.7927473,15747451.0949146,17712737.9459102,18966688.9975957,17312561.1108665,19773166.0639656,21124520.6539397,25873304.3769797,27028757.5144267,32477071.8944955
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,174826069.827061,191324973.387829,194851097.432522,190773004.71431,216150496.583962,213039844.872715,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5531.7804,..,158175.9751,156252.1756,195128.6048,226761.6689,235514.3577,425967.0377,780014.7533,365238.0705,184148.55,89033.4472,90000,..,..,..,..,..,..,930000,264120,688200,639086.7,654149.933500036,473602.5,553740.6,613567.5,476206.5,670648.480778376,692759.574669271,488079.388952471,546840,621861.3295125,600930.421324144,1313519.65665752,1073543.10175429,1441589.81466335,449656.200506205,575612.70524661,0,0,103605.327748143,2373286.69603432,6446503.56844241,4381547.19781618,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Saudi Arabia,SAU,..,..,..,..,..,..,..,..,..,..,..,207273315.4,267808471.7,391195251.5,518309875.5,554353271.5,988668579.1,1506355225,2844484375,3763943604,4094096191,5348102051,5346874512,5236254883,5284052246,5198590332,4800000000,4928000000,6501333496,8530666992,11221333333.3333,13728000000,13379200000,15696000000,18077866666.6667,16593866666.6667,15492533333.3333,15014400000,14934133333.3333,13958133333.3333,15390133333.3333,15119733333.3333,15853600000,14783280000,13555066666.6667,14303466666.6666,15942858666.6667,16435845333.3334,21696160000,26469733333.3333,27069005333.3333,28474925333.3333,29492573333.3334,34984186666.6667,36924240000,38787368000,37843380800,36118961653.3333,33881511795.48,31197048533.3334,34595847461.3515,40728488828.8255,39349380601.6454,38393577884.0305
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Senegal,SEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27751850.13,31729307.17,26951189.04,24015008.93,42542655.94,69104393.01,90874862.67,75515731.81,69140495.3,58598766.33,51835803.99,46899036.41,57896789.55,61124011.99,67249015.81,65609580.99,79407991.6188852,89434179.7814602,95998440.1781453,94115543.2580678,59851799.2733389,76350035.4252043,67922656.4938612,69784370.9629132,66535946.9912401,60841404.5995336,55028951.0452428,51317747.6470364,39519211.9061367,57218739.9054462,76963915.9603781,97769904.9493427,96492204.0531888,143429092.748697,144686085.21357,175124711.323494,216655705.582328,209403263.191383,220998137.720918,280522384.122023,300414902.270835,272324110.888509,388583223.220912,409389540.66878,591757306.271898,552837235.183161,527488850.702635,398853354.662113,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Serbia,SRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,129173103.860852,180041105.147301,152960965.767622,154765331.093143,204117025.936971,217796081.424844,255152499.957718,267159310.068466,244953320.102992,238677762.754649,273499587.519372,297119802.732851,331770720.982694,390450670.386611,470794123.045121,655220706.270164,898950282.907896
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9240242.958,9794305.72656092,9557361.27259295,13292957.2829248,57897.9195347581,79116.1408465097,272995.973309394,362174.252764094,358113.339556105,479838.090276073,275709.316653928,10104413.4469371,5607923.91233524,4894348.90310887,7314537.75417776,7925965.94799098,9957671.78251653,17328411.4817604,52204794.2515306,50521578.4852202,62099674.0181596,41220615.9931378,50219370.7433015,56958458.0677787,61159390.3758634,57661967.4741376,74213584.2765219,62945642.8205388,67963501.0378496,74888233.4198638,73362997.51799,44858216.5953181,48905267.2389922,61474002.7891786,59778215.7233425
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Sierra Leone,SLE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1524103.284,..,1453194.499,742575.5262,557780.0274,431866.8544,111855.8943,364250.3023,264500.767,140438.2586,56125.6774974552,18960.9297627344,8809.83471215034,8458.76710826033,7499.06634493589,6753.03638363868,6407.94150309672,1528.30030082044,1406.99326817675,36747.6907983893,..,339399.635392519,2616587.13068813,3403188.21095072,2604416.70506386,2366622.69268537,3883889.07649936,3787475.67382996,3215136.56647711,3491081.88427634,10570719.202145,20610760.5940469,20085152.9694684,8997559.77869677,6840003.96801435,6763601.76017169,5474298.47945103,4073973.56355576,7005877.64553058,8294458.3626165,7710762.92521279,8647625.52347246,8288648.324361,5999207.66141782
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Singapore,SGP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,105368715.083799,107849162.011173,107983240.223464,114089385.47486,107089385.47486,116374301.675978,104312849.162011,94097363.301676,99776723.027933,81396898.0837988,88420715.2122905,100703378.407821,104277544.73743
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Slovak Republic,SVK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1511386.64334294,6000051.52287436,2567884.80686436,13104584.7067033,13726554.5171925,7761445.547367,7010208.72833359,6709550.4181655,10107141.6476943,11334953.1187335,15577226.624451,29130838.7356061,49933611.8496732,58975399.6636055,81855714.4677211,152694632.164503,138194945.368203,69924079.8701292,69738479.9262713,154175472.301488,237967838.525846,259796248.295553,234978364.034873,301539372.433389,423360406.824447,548544543.776364,511269955.022234,410588884.003348,565021521.979871,486280571.993157,417630875.015888
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Slovenia,SVN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1600000,15700000,16100000,27000000,25100000,27200000,27300000,24900000,27100000,26600000,45200000,65200000,78700000,90500000,139836254.033068,247820855.092675,380087609.256278,261781988.255262,212118372.706493,219450580.593999,198961281.827074,211200410.007268,227660174.245279,200987733.117407,257585736.738508,294478422.966663,339017843.381776,364694718.998778,345670898.734414,418062747.107359,410984920.419549,524105159.913498
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6693410.397,3482626.915,3218930.006,3174031.496,4249210.358,3644002.676,5714240.074,4753097.057,5615348.61956013,6777788.00994566,5600901.60855162,2227287.93709219,5772692.63196806,8074224.14046214,8468021.76823698,2851806.92908372,2491875.87897028,5725338.75782196,6465012.21523775,2255440.11694263,1387110.84879854,1577012.88425061,1810704.70427531,2111119.92826019,11160985.1361472,12106463.8426753,13943460.8934904,39104831.410831,61708124.1205723,66854110.3083468,46602802.6528149,44826768.5460551,45891322.7949074,55643035.7621919,69187218.7297608,54704347.2035118,62632139.7324735,83345358.4532868,65712683.8748448,55072692.2029838,58922713.9087818,56635707.4367509
